股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅,流通市值,总市值
600110.SH,诺德股份,20210720,13.42,14.64,13.42,14.42,13.69,0.73,5.3324,784348.6,1114216.37
600110.SH,诺德股份,20210719,14.62,14.64,13.46,13.69,14.76,-1.07,-7.2493,1226674.92,1714297.004
600110.SH,诺德股份,20210716,15.49,16.05,14.56,14.76,15.73,-0.97,-6.1666,1245632.2,1892250.773
600110.SH,诺德股份,20210715,15.0,15.9,15.0,15.73,14.54,1.19,8.1843,1521193.35,2360626.439
600110.SH,诺德股份,20210714,15.64,15.64,14.54,14.54,16.15,-1.61,-9.969,1350968.86,2005120.145
600110.SH,诺德股份,20210713,16.4,16.95,15.2,16.15,16.08,0.07,0.4353,1570304.31,2526326.779
600110.SH,诺德股份,20210712,15.68,16.08,15.5,16.08,14.62,1.46,9.9863,1032510.07,1652009.899
600110.SH,诺德股份,20210709,14.7,14.85,14.12,14.62,14.96,-0.34,-2.2727,696602.22,1010017.571
600110.SH,诺德股份,20210708,13.8,15.0,13.76,14.96,13.65,1.31,9.5971,946169.56,1366702.465
600110.SH,诺德股份,20210707,13.23,13.93,12.95,13.65,13.57,0.08,0.5895,646713.67,874017.596
600110.SH,诺德股份,20210706,13.5,14.08,13.08,13.57,13.63,-0.06,-0.4402,872657.94,1173408.567
600110.SH,诺德股份,20210705,13.4,14.09,13.08,13.63,13.4,0.23,1.7164,1127230.42,1522696.454
600110.SH,诺德股份,20210702,12.4,13.4,12.12,13.4,12.22,1.18,9.6563,892034.67,1161884.876
600110.SH,诺德股份,20210701,12.2,12.7,11.74,12.22,12.18,0.04,0.3284,669586.31,817649.448
600110.SH,诺德股份,20210630,11.59,12.55,11.46,12.18,11.45,0.73,6.3755,907938.37,1095538.75
600110.SH,诺德股份,20210629,11.5,11.88,11.32,11.45,11.4,0.05,0.4386,487986.03,566433.822
600110.SH,诺德股份,20210628,11.34,11.74,11.26,11.4,11.34,0.06,0.5291,643994.61,740577.589
600110.SH,诺德股份,20210625,11.64,11.65,11.06,11.34,11.51,-0.17,-1.477,521253.68,589078.793
600110.SH,诺德股份,20210624,11.65,11.71,11.27,11.51,11.66,-0.15,-1.2864,457098.28,525039.279
600110.SH,诺德股份,20210623,11.62,11.82,11.36,11.66,11.55,0.11,0.9524,612811.15,713799.448
600110.SH,诺德股份,20210622,11.68,12.1,11.26,11.55,11.67,-0.12,-1.0283,799589.44,936363.486
600110.SH,诺德股份,20210621,11.11,12.09,11.11,11.67,11.12,0.55,4.946,1089491.15,1273918.266
600110.SH,诺德股份,20210618,10.19,11.12,10.19,11.12,10.11,1.01,9.9901,1206171.81,1317670.949
600110.SH,诺德股份,20210617,9.93,10.3,9.85,10.11,9.97,0.14,1.4042,664489.73,668048.593
600110.SH,诺德股份,20210616,10.72,10.74,9.92,9.97,10.67,-0.7,-6.5604,841107.31,852966.686
600110.SH,诺德股份,20210615,10.29,10.79,10.16,10.67,10.1,0.57,5.6436,1025335.34,1073325.273
600110.SH,诺德股份,20210611,10.48,10.8,10.01,10.1,10.48,-0.38,-3.626,989676.85,1015333.397
600110.SH,诺德股份,20210610,10.2,10.74,10.02,10.48,10.21,0.27,2.6445,987503.93,1023222.271
600110.SH,诺德股份,20210609,9.91,10.46,9.65,10.21,10.1,0.11,1.0891,1528718.97,1546154.132
600110.SH,诺德股份,20210608,10.4,10.65,9.95,10.1,9.68,0.42,4.3388,2608616.68,2713698.442
600110.SH,诺德股份,20210607,9.54,10.12,9.46,9.68,9.31,0.37,3.9742,1439505.02,1408484.193
600110.SH,诺德股份,20210604,8.63,9.45,8.54,9.31,8.62,0.69,8.0046,1442778.34,1312136.748
600110.SH,诺德股份,20210603,8.96,9.17,8.58,8.62,8.89,-0.27,-3.0371,710754.39,623688.406
600110.SH,诺德股份,20210602,8.92,9.35,8.84,8.89,8.92,-0.03,-0.3363,698480.01,635382.689
600110.SH,诺德股份,20210601,8.77,9.02,8.67,8.92,8.98,-0.06,-0.6682,651592.62,577153.408
600110.SH,诺德股份,20210531,8.52,9.0,8.48,8.98,8.21,0.77,9.3788,1138121.56,999360.329
600110.SH,诺德股份,20210528,7.81,8.4,7.81,8.21,7.81,0.4,5.1216,871361.93,713324.025
600110.SH,诺德股份,20210527,7.9,8.05,7.66,7.81,7.95,-0.14,-1.761,391400.84,304407.433
600110.SH,诺德股份,20210526,7.94,8.05,7.86,7.95,7.98,-0.03,-0.3759,355507.41,283189.868
600110.SH,诺德股份,20210525,7.9,8.02,7.79,7.98,7.93,0.05,0.6305,597347.48,472075.985
600110.SH,诺德股份,20210524,7.42,8.11,7.38,7.93,7.37,0.56,7.5984,953622.95,754014.452
600110.SH,诺德股份,20210521,7.47,7.51,7.3,7.37,7.4,-0.03,-0.4054,240198.63,177584.478
600110.SH,诺德股份,20210520,7.4,7.54,7.32,7.4,7.47,-0.07,-0.9371,338102.0,251559.296
600110.SH,诺德股份,20210519,7.06,7.6,7.0,7.47,7.06,0.41,5.8074,529690.46,387846.372
600110.SH,诺德股份,20210518,7.05,7.12,6.98,7.06,7.08,-0.02,-0.2825,191921.84,135090.698
600110.SH,诺德股份,20210517,7.3,7.39,7.06,7.08,7.19,-0.11,-1.5299,284363.23,203385.927
600110.SH,诺德股份,20210514,7.06,7.23,7.05,7.19,7.0,0.19,2.7143,276392.91,197237.305
600110.SH,诺德股份,20210513,7.17,7.18,6.95,7.0,7.25,-0.25,-3.4483,298965.23,211520.235
600110.SH,诺德股份,20210512,7.3,7.31,7.15,7.25,7.24,0.01,0.1381,177754.81,128405.887
600110.SH,诺德股份,20210511,7.38,7.44,7.1,7.24,7.47,-0.23,-3.079,318913.84,230794.0
600110.SH,诺德股份,20210510,7.5,7.52,7.25,7.47,7.54,-0.07,-0.9284,385873.43,284934.542
600110.SH,诺德股份,20210507,7.81,7.96,7.53,7.54,7.91,-0.37,-4.6776,415085.96,321309.998
600110.SH,诺德股份,20210506,7.81,8.08,7.77,7.91,7.88,0.03,0.3807,362118.55,287499.718
600110.SH,诺德股份,20210430,7.61,7.89,7.55,7.88,7.64,0.24,3.1414,401626.72,311229.547
600110.SH,诺德股份,20210429,7.6,7.81,7.53,7.64,7.66,-0.02,-0.2611,343676.51,263639.538
600110.SH,诺德股份,20210428,7.56,7.77,7.52,7.66,7.58,0.08,1.0554,405018.89,310474.441
600110.SH,诺德股份,20210427,7.68,7.72,7.42,7.58,7.71,-0.13,-1.6861,425848.85,321836.183
600110.SH,诺德股份,20210426,7.84,8.09,7.62,7.71,7.35,0.36,4.898,770039.1,602963.978
600110.SH,诺德股份,20210423,7.32,7.73,7.23,7.35,7.39,-0.04,-0.5413,447957.29,334231.657
600110.SH,诺德股份,20210422,7.2,7.43,7.2,7.39,7.07,0.32,4.5262,389228.25,285560.128
600110.SH,诺德股份,20210421,7.21,7.28,7.06,7.07,7.23,-0.16,-2.213,237705.6,168875.033
600110.SH,诺德股份,20210420,7.45,7.45,7.22,7.23,7.45,-0.22,-2.953,359145.25,262882.784
600110.SH,诺德股份,20210419,7.37,7.52,7.21,7.45,7.09,0.36,5.0776,575562.02,426937.443
600110.SH,诺德股份,20210416,6.75,7.27,6.74,7.09,6.76,0.33,4.8817,497764.47,350738.031
600110.SH,诺德股份,20210415,6.9,7.05,6.64,6.76,6.97,-0.21,-3.0129,277549.55,187131.532
600110.SH,诺德股份,20210414,6.79,7.1,6.72,6.97,6.78,0.19,2.8024,367266.87,252282.52
600110.SH,诺德股份,20210413,6.94,6.98,6.66,6.78,6.94,-0.16,-2.3055,282640.69,192354.125
600110.SH,诺德股份,20210412,7.16,7.17,6.93,6.94,7.15,-0.21,-2.9371,215762.83,151283.265
600110.SH,诺德股份,20210409,7.21,7.33,7.12,7.15,7.22,-0.07,-0.9695,184063.74,132344.351
600110.SH,诺德股份,20210408,7.36,7.37,7.2,7.22,7.34,-0.12,-1.6349,198959.03,144799.178
600110.SH,诺德股份,20210407,7.31,7.37,7.11,7.34,7.33,0.01,0.1364,266223.05,192859.764
600110.SH,诺德股份,20210406,7.25,7.42,7.19,7.33,7.28,0.05,0.6868,259450.68,189241.439
600110.SH,诺德股份,20210402,7.23,7.45,7.22,7.28,7.22,0.06,0.831,326803.02,239491.582
600110.SH,诺德股份,20210401,7.34,7.46,7.15,7.22,7.35,-0.13,-1.7687,243480.39,177074.566
600110.SH,诺德股份,20210331,7.4,7.49,7.24,7.35,7.44,-0.09,-1.2097,205354.02,150645.239
600110.SH,诺德股份,20210330,7.26,7.66,7.15,7.44,7.24,0.2,2.7624,353073.02,263023.283
600110.SH,诺德股份,20210329,7.41,7.46,7.22,7.24,7.4,-0.16,-2.1622,233244.85,170329.524
600110.SH,诺德股份,20210326,7.1,7.65,7.04,7.4,7.05,0.35,4.9645,408221.07,299099.351
600110.SH,诺德股份,20210325,6.93,7.19,6.83,7.05,7.0,0.05,0.7143,266484.5,186876.749
600110.SH,诺德股份,20210324,7.55,7.55,6.9,7.0,7.54,-0.54,-7.1618,436855.25,311204.113
600110.SH,诺德股份,20210323,8.01,8.03,7.4,7.54,7.95,-0.41,-5.1572,345575.08,262258.763
600110.SH,诺德股份,20210322,7.81,8.15,7.81,7.95,7.84,0.11,1.4031,181222.11,144507.425
600110.SH,诺德股份,20210319,7.87,8.0,7.75,7.84,7.99,-0.15,-1.8773,214662.2,168491.203
600110.SH,诺德股份,20210318,8.3,8.41,7.95,7.99,8.26,-0.27,-3.2688,392988.77,319117.113
600110.SH,诺德股份,20210317,7.76,8.55,7.63,8.26,7.77,0.49,6.3063,656216.89,544555.764
600110.SH,诺德股份,20210316,7.77,7.9,7.66,7.77,7.74,0.03,0.3876,157680.68,122306.039
600110.SH,诺德股份,20210315,7.97,8.03,7.65,7.74,8.03,-0.29,-3.6115,223501.08,174692.728
600110.SH,诺德股份,20210312,8.1,8.2,7.91,8.03,8.11,-0.08,-0.9864,180124.2,144506.744
600110.SH,诺德股份,20210311,7.9,8.28,7.73,8.11,7.86,0.25,3.1807,294711.33,236834.099
600110.SH,诺德股份,20210310,7.82,7.97,7.5,7.86,7.64,0.22,2.8796,272284.49,210229.398
600110.SH,诺德股份,20210309,8.01,8.09,7.45,7.64,8.04,-0.4,-4.9751,281531.58,219752.041
600110.SH,诺德股份,20210308,8.36,8.41,8.03,8.04,8.36,-0.32,-3.8278,214447.94,176168.778
600110.SH,诺德股份,20210305,8.0,8.42,7.97,8.36,8.28,0.08,0.9662,222147.41,183410.895
600110.SH,诺德股份,20210304,8.71,8.73,8.21,8.28,8.82,-0.54,-6.1224,433261.81,362757.433
600110.SH,诺德股份,20210303,8.56,8.9,8.44,8.82,8.7,0.12,1.3793,272507.7,237357.527
600110.SH,诺德股份,20210302,9.03,9.04,8.64,8.7,8.95,-0.25,-2.7933,291981.18,256902.972
600110.SH,诺德股份,20210301,8.63,8.97,8.48,8.95,8.52,0.43,5.0469,300260.92,263676.6
600110.SH,诺德股份,20210226,8.5,8.6,8.3,8.52,8.76,-0.24,-2.7397,254844.5,215460.191
600110.SH,诺德股份,20210225,8.9,8.94,8.56,8.76,8.75,0.01,0.1143,245494.4,213479.271
600110.SH,诺德股份,20210224,9.24,9.24,8.58,8.75,9.22,-0.47,-5.0976,394796.24,348031.612
600110.SH,诺德股份,20210223,9.01,9.3,8.89,9.22,9.27,-0.05,-0.5394,246665.05,224768.231
600110.SH,诺德股份,20210222,9.1,9.64,9.1,9.27,9.25,0.02,0.2162,353759.07,332441.707
600110.SH,诺德股份,20210219,9.36,9.49,8.88,9.25,9.51,-0.26,-2.734,416935.47,380101.842
600110.SH,诺德股份,20210218,9.63,9.8,9.29,9.51,9.3,0.21,2.2581,373099.41,355641.122
600110.SH,诺德股份,20210210,9.15,9.33,8.9,9.3,9.15,0.15,1.6393,290197.74,264917.907
600110.SH,诺德股份,20210209,8.62,9.38,8.53,9.15,8.53,0.62,7.2685,480358.95,430756.562
600110.SH,诺德股份,20210208,8.63,8.79,8.24,8.53,8.54,-0.01,-0.1171,367383.2,313308.004
600110.SH,诺德股份,20210205,8.85,8.94,8.34,8.54,8.7,-0.16,-1.8391,430996.51,372475.227
600110.SH,诺德股份,20210204,9.6,9.6,8.6,8.7,9.55,-0.85,-8.9005,669044.12,597632.915
600110.SH,诺德股份,20210203,10.5,10.5,9.5,9.55,10.24,-0.69,-6.7383,576032.6,567510.59
600110.SH,诺德股份,20210202,10.5,10.88,10.2,10.24,10.03,0.21,2.0937,576818.37,604612.736
600110.SH,诺德股份,20210201,9.9,10.34,9.66,10.03,9.72,0.31,3.1893,554098.62,557326.403
